p	form_index	Kmax	min_k	represented_ks	count	k	status	decision	nodes	witness	value	gcd	method
59	71	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-3, 0, -1, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	71	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-2, 0, -1, -3, 1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	71	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	8	[0, 0, 1, -7, 2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	72	5	1	[1, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	72	5	1	[1, 3, 4, 5]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	72	5	1	[1, 3, 4, 5]	4	2	NOT_FOUND	NO_EXACT	50		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	72	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	34	[-3, 1, 0, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	72	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, 1, 0, -3, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	72	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	9	[1, 2, -2, -7, 3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	73	5	1	[1, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	73	5	1	[1, 3, 4, 5]	4	1	FOUND	YES_EXACT	6	[0, -1, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	73	5	1	[1, 3, 4, 5]	4	2	NOT_FOUND	NO_EXACT	40		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	73	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-1, 0, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	73	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-1, -1, -1, -3, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	73	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	10	[-2, 2, 0, -6, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	74	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	74	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[0, -1, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	74	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	74	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	7	[-1, 0, 0, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	74	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[-1, 0, -1, -1, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
59	74	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	10	[-3, 1, -2, -2, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
